"TIME","CURRENCY","UNIT","STATINFO","Value","Flag and Footnotes"
"2008M09","Polish zloty","National currency","Value at the end of the period","3.3967",""
"2008M09","Romanian leu","National currency","Average","3.6248",""
"2008M09","Romanian leu","National currency","Value at the end of the period","3.7413",""
"2008M09","Swedish krona","National currency","Average","9.5637",""
"2008M09","Swedish krona","National currency","Value at the end of the period","9.7943",""
"2008M09","Pound sterling","National currency","Average","0.79924",""
"2008M09","Pound sterling","National currency","Value at the end of the period","0.79030",""
"2008M09","Swiss franc","National currency","Average","1.5942",""
"2008M09","Swiss franc","National currency","Value at the end of the period","1.5774",""
"2008M09","Icelandic krona","National currency","Average","131.33",""
"2008M09","Icelandic krona","National currency","Value at the end of the period","145.91",""
"2008M09","Norwegian krone","National currency","Average","8.1566",""
"2008M09","Norwegian krone","National currency","Value at the end of the period","8.3330",""
"2008M09","Albanian lek","National currency","Average","123.05",""
"2008M09","Albanian lek","National currency","Value at the end of the period","123.89",""
"2008M09","Denar (of North Macedonia)","National currency","Average","61.1688",""
"2008M09","Denar (of North Macedonia)","National currency","Value at the end of the period","61.1689",""
"2008M09","Serbian dinar","National currency","Average","76.4226",""
"2008M09","Serbian dinar","National currency","Value at the end of the period","76.5972",""
"2008M09","Turkish lira","National currency","Average","1.7843",""
"2008M09","Turkish lira","National currency","Value at the end of the period","1.8136",""
"2008M09","Argentine peso","National currency","Average","4.4241",""
"2008M09","Argentine peso","National currency","Value at the end of the period","4.4600",""
"2008M09","Australian dollar","National currency","Average","1.7543",""
"2008M09","Australian dollar","National currency","Value at the end of the period","1.7739",""
"2008M09","Bosnia and Herzegovina convertible mark","National currency","Average","1.95583",""
"2008M09","Bosnia and Herzegovina convertible mark","National currency","Value at the end of the period","1.95583",""
"2008M09","Brazilian real","National currency","Average","2.5712",""
"2008M09","Brazilian real","National currency","Value at the end of the period","2.7525",""
"2008M09","Canadian dollar","National currency","Average","1.5201",""
"2008M09","Canadian dollar","National currency","Value at the end of the period","1.4961",""
"2008M09","Chinese renminbi-yuan","National currency","Average","9.8252",""
"2008M09","Chinese renminbi-yuan","National currency","Value at the end of the period","9.7954",""
"2008M09","Hong Kong dollar","National currency","Average","11.1905",""
"2008M09","Hong Kong dollar","National currency","Value at the end of the period","11.1124",""
"2008M09","Indonesian rupiah","National currency","Average","13,430.23",""
"2008M09","Indonesian rupiah","National currency","Value at the end of the period","13,487.73",""
"2008M09","Israeli shekel","National currency","Average","5.0807",""
"2008M09","Israeli shekel","National currency","Value at the end of the period","4.9497",""
"2008M09","Indian rupee","National currency","Average","65.4115",""
"2008M09","Indian rupee","National currency","Value at the end of the period","66.4750",""
"2008M09","Japanese yen","National currency","Average","153.20",""
"2008M09","Japanese yen","National currency","Value at the end of the period","150.47",""
"2008M09","South Korean won","National currency","Average","1,630.26",""
"2008M09","South Korean won","National currency","Value at the end of the period","1,726.30",""
"2008M09","Mexican peso","National currency","Average","15.2805",""
"2008M09","Mexican peso","National currency","Value at the end of the period","15.7126",""
"2008M09","Malaysian ringgit","National currency","Average","4.9461",""
"2008M09","Malaysian ringgit","National currency","Value at the end of the period","4.9238",""
"2008M09","New Zealand dollar","National currency","Average","2.1293",""
"2008M09","New Zealand dollar","National currency","Value at the end of the period","2.1143",""
"2008M09","Philippine peso","National currency","Average","67.113",""
"2008M09","Philippine peso","National currency","Value at the end of the period","67.300",""
"2008M09","Russian rouble","National currency","Average","36.3727",""
"2008M09","Russian rouble","National currency","Value at the end of the period","36.4095",""
"2008M09","Singapore dollar","National currency","Average","2.0549",""
"2008M09","Singapore dollar","National currency","Value at the end of the period","2.0439",""
"2008M09","Thai baht","National currency","Average","49.2641",""
"2008M09","Thai baht","National currency","Value at the end of the period","48.4730",""
"2008M09","New Taiwan dollar","National currency","Average","45.9490",""
"2008M09","New Taiwan dollar","National currency","Value at the end of the period","46.0350",""
"2008M09","US dollar","National currency","Average","1.4369",""
"2008M09","US dollar","National currency","Value at the end of the period","1.4303",""
"2008M09","South African rand","National currency","Average","11.5899",""
"2008M09","South African rand","National currency","Value at the end of the period","11.8270",""
"2008M10","Bulgarian lev","National currency","Average","1.9558",""
"2008M10","Bulgarian lev","National currency","Value at the end of the period","1.9558",""
"2008M10","Czech koruna","National currency","Average","24.768",""
"2008M10","Czech koruna","National currency","Value at the end of the period","24.220",""
"2008M10","Danish krone","National currency","Average","7.4545",""
"2008M10","Danish krone","National currency","Value at the end of the period","7.4467",""
"2008M10","Croatian kuna","National currency","Average","7.16390",""
"2008M10","Croatian kuna","National currency","Value at the end of the period","7.16960",""
"2008M10","Hungarian forint","National currency","Average","260.15",""
"2008M10","Hungarian forint","National currency","Value at the end of the period","261.43",""
"2008M10","Polish zloty","National currency","Average","3.5767",""
"2008M10","Polish zloty","National currency","Value at the end of the period","3.5966",""
"2008M10","Romanian leu","National currency","Average","3.7479",""
"2008M10","Romanian leu","National currency","Value at the end of the period","3.6798",""
"2008M10","Swedish krona","National currency","Average","9.8506",""
"2008M10","Swedish krona","National currency","Value at the end of the period","9.9060",""
"2008M10","Pound sterling","National currency","Average","0.78668",""
"2008M10","Pound sterling","National currency","Value at the end of the period","0.78690",""
"2008M10","Swiss franc","National currency","Average","1.5194",""
"2008M10","Swiss franc","National currency","Value at the end of the period","1.4686",""
"2008M10","Icelandic krona","National currency","Average","274.64",""
"2008M10","Icelandic krona","National currency","Value at the end of the period","305.00",""
"2008M10","Norwegian krone","National currency","Average","8.5928",""
"2008M10","Norwegian krone","National currency","Value at the end of the period","8.5300",""
"2008M10","Albanian lek","National currency","Average","123.13",""
"2008M10","Albanian lek","National currency","Value at the end of the period","123.30",""
"2008M10","Denar (of North Macedonia)","National currency","Average","61.2028",""
"2008M10","Denar (of North Macedonia)","National currency","Value at the end of the period","61.4099",""
"2008M10","Serbian dinar","National currency","Average","81.2956",""
"2008M10","Serbian dinar","National currency","Value at the end of the period","84.9910",""
"2008M10","Turkish lira","National currency","Average","1.9612",""
"2008M10","Turkish lira","National currency","Value at the end of the period","1.9906",""
"2008M10","Argentine peso","National currency","Average","4.3035",""
